timestamp,tx,ty,tz
1700283003.4695446,12.992082595825195,-20.31763458251953,12.518671035766602
1700283003.5695446,13.012283947057517,-20.122110830150564,12.544060154271952
1700283003.6695445,13.014601902819757,-19.972520128181888,12.583942489263373
1700283003.7695444,12.979619742150062,-19.902515252452435,12.63408535962467
1700283003.8695443,12.89899583380233,-19.906998721069755,12.677721260120435
1700283003.9695442,12.799040248918995,-19.98486580943072,12.698128165870067
1700283004.069544,12.681958511095662,-20.148310925267076,12.70466105906535
1700283004.169544,12.576914232418117,-20.362125894381123,12.701658301846816
1700283004.269544,12.474666835680711,-20.6494677430756,12.698878874582027
1700283004.3695438,12.393108609993192,-20.962509104044567,12.69843955816626
1700283004.4695437,12.322752292930591,-21.342543777982435,12.700677829431868
1700283004.5695436,12.279035865123918,-21.717915982931643,12.706648053982496
1700283004.6695435,12.254094003506722,-22.134359632659844,12.710685002997756
1700283004.7695434,12.258415921861339,-22.53278858369294,12.71560346117456
1700283004.8695433,12.289264678183757,-22.965934767430305,12.723888132396539
1700283004.9695432,12.33639879720278,-23.3586237959445,12.732483692065914
1700283005.0695431,12.402018393779574,-23.78564681417759,12.739688793033496
1700283005.169543,12.476666429562332,-24.1692643400892,12.747777260794512
1700283005.269543,12.574331395747107,-24.57585451902953,12.746013311503383
1700283005.3695428,12.67161823689069,-24.937514303646278,12.742042883593147
1700283005.4695427,12.776435270173675,-25.31070425295014,12.739646042520397
1700283005.5695426,12.870304278762012,-25.641890566568385,12.740218343214776
1700283005.6695426,12.961234793322635,-25.990143012042363,12.74758635427724
1700283005.7695425,13.03112657691362,-26.287791366925003,12.75795027848739
1700283005.8695424,13.087179481014152,-26.590761953125206,12.775770918907625
1700283005.9695423,13.113954600455964,-26.84838162855834,12.79870692653673
1700283006.0695422,13.10717406318939,-27.105359339030475,12.829822050076242
1700283006.169542,13.072407947922768,-27.321611332292136,12.852834235594635
1700283006.269542,13.007694315323807,-27.532504710983616,12.865212576462554
1700283006.369542,12.916733502447105,-27.712028118017255,12.869936106811922
1700283006.4695418,12.792916305719647,-27.870668445779383,12.871821460408125
1700283006.5695417,12.637364014108114,-28.00869291065205,12.86765971163162
1700283006.6695416,12.43932277370662,-28.12821534578969,12.873398419321918
1700283006.7695415,12.214317247079272,-28.223662318295663,12.877291425003548
1700283006.8695414,11.96146343642163,-28.296835225397118,12.878644248476697
1700283006.9695413,11.684779303302241,-28.34807848606628,12.878020896417805
1700283007.0695412,11.360044022924237,-28.384131890929154,12.870390306947584
1700283007.1695411,11.041331566692747,-28.404413563029536,12.860098027038529
1700283007.269541,10.67447628138342,-28.408180566638286,12.845137948945768
1700283007.369541,10.317452595319065,-28.392433895900922,12.830537381874008
1700283007.4695408,9.934819015139563,-28.359751905198998,12.817458733108577
1700283007.5695407,9.567889144731275,-28.318452250741952,12.81150002626493
1700283007.6695406,9.15916852338909,-28.25429455687167,12.803501670364955
1700283007.7695405,8.783906842995247,-28.180683722530826,12.79640231046079
1700283007.8695405,8.386960683756875,-28.087191111397125,12.789853285742991
1700283007.9695404,8.011536376917627,-27.98120220539722,12.785219836824028
1700283008.0695403,7.686669592692318,-27.870707878407067,12.789333305143618
1700283008.1695402,7.388006124302603,-27.747608171505703,12.79254415055968
1700283008.26954,7.096780051653608,-27.598433127159296,12.796736137468828
1700283008.36954,6.86628486846657,-27.451254461925473,12.80345426842875
1700283008.4695399,6.6572686618996295,-27.284488961573704,12.816065372042438
1700283008.5695398,6.501286471088783,-27.12038771587629,12.830201901601608
1700283008.6695397,6.377798748568715,-26.928538880634864,12.83632152413379
1700283008.7695396,6.309178667570715,-26.74774930184235,12.83629796752562
1700283008.8695395,6.28324509144039,-26.550768330481077,12.834295471477734
1700283008.9695394,6.306072122088873,-26.370653833059944,12.83389704218689
1700283009.0695393,6.375664963741058,-26.169459147829407,12.838193423243995
1700283009.1695392,6.483975381574303,-25.975569641735078,12.84555942166569
1700283009.269539,6.63973646854668,-25.76679302594322,12.85686054134798
1700283009.369539,6.829824280647203,-25.558334328432878,12.868893747098255
1700283009.469539,7.072131237983704,-25.33491715749105,12.872731624179416
1700283009.5695388,7.336715745924967,-25.11230703478792,12.867155673026721
1700283009.6695387,7.649832723600615,-24.873893472927023,12.851398327424144
1700283009.7695386,7.982286925953705,-24.64317890105596,12.83049295744101
1700283009.8695385,8.3606460449493,-24.401826703171615,12.80976333373017
1700283009.9695385,8.750949759198965,-24.165989114784722,12.799265874224009
1700283010.0695384,9.165843927952906,-23.92596866486303,12.79245672153323
1700283010.1695383,9.57930974727202,-23.70077101711823,12.783021830303053
1700283010.2695382,10.007582041793793,-23.473441332144557,12.770347836506087
1700283010.369538,10.425911230751977,-23.249211958806708,12.7568698181044
1700283010.469538,10.849243969691564,-23.016499877015995,12.748004837435486
