timestamp,tx,ty,tz
1700283003.4695446,12.358972,-19.518723,12.5673
1700283003.5695446,12.559576,-19.339888,12.5841675
1700283003.6695445,12.639451,-19.466795,12.59936
1700283003.7695444,12.696007,-19.605602,12.614433
1700283003.8695445,12.755074,-19.755411,12.628838
1700283003.9695442,12.837792,-19.905106,12.640945
1700283004.069544,12.940093,-20.048456,12.6586685
1700283004.169544,13.104266,-20.257734,12.674945
1700283004.269544,13.266924,-20.542032,12.685871
1700283004.3695438,13.416728,-20.810009,12.695347
1700283004.4695437,13.221407,-21.221209,12.698874
1700283004.5695436,13.042472,-21.584967,12.7014265
1700283004.6695435,12.869471,-21.90173,12.703456
1700283004.7695434,12.70487,-22.175474,12.705138
1700283004.8695433,12.698091,-22.494736,12.709175
1700283004.9695432,12.723941,-22.816484,12.713634
1700283005.0695431,12.776761,-23.142973,12.71855
1700283005.169543,12.835638,-23.45925,12.723981
1700283005.269543,12.893896,-23.7765,12.730396
1700283005.3695428,12.951534,-24.090977,12.736764
1700283005.4695427,13.008836,-24.40434,12.743117
1700283005.5695426,13.065988,-24.717855,12.749476
1700283005.6695426,13.120762,-25.039026,12.756337
1700283005.7695425,13.16574,-25.392372,12.765322
1700283005.8695424,13.207868,-25.745789,12.774259
1700283005.9695425,13.249034,-26.100113,12.783216
1700283006.0695422,13.280733,-26.444384,12.79212
1700283006.169542,13.275451,-26.720493,12.80079
1700283006.269542,13.269574,-26.99682,12.809475
1700283006.369542,13.244228,-27.234367,12.816905
1700283006.4695418,13.200865,-27.446709,12.823371
1700283006.5695417,13.105319,-27.619888,12.827787
1700283006.6695416,12.99665,-27.768162,12.831245
1700283006.7695415,12.885594,-27.91221,12.834501
1700283006.8695414,12.774823,-28.055592,12.837741
1700283006.9695413,12.664284,-28.198517,12.840966
1700283007.0695412,12.430134,-28.32612,12.842463
1700283007.1695411,12.115437,-28.44004,12.842688
1700283007.269541,11.783329,-28.551254,12.842712
1700283007.369541,11.401688,-28.55638,12.842376
1700283007.4695408,11.03735,-28.495468,12.841638
1700283007.5695407,10.694159,-28.416983,12.840329
1700283007.6695406,10.351029,-28.33835,12.839017
1700283007.7695403,10.007948,-28.259556,12.837702
1700283007.8695405,9.676501,-28.178371,12.836169
1700283007.9695404,9.346295,-28.091902,12.833959
1700283008.0695405,9.009363,-28.005102,12.831683
1700283008.1695402,8.672155,-27.918144,12.8294115
1700283008.26954,8.336734,-27.831175,12.827128
1700283008.36954,8.010341,-27.745338,12.824764
1700283008.46954,7.7035007,-27.6681,12.822173
1700283008.5695398,7.437266,-27.568027,12.819447
1700283008.6695397,7.334604,-27.385302,12.816269
1700283008.7695396,7.2403545,-27.203775,12.812966
1700283008.8695395,7.1539745,-27.025518,12.809795
1700283008.9695394,7.2272377,-26.908024,12.80924
1700283009.0695393,7.3004045,-26.789137,12.808654
1700283009.1695392,7.373489,-26.67029,12.808065
1700283009.269539,7.44652,-26.55146,12.807478
1700283009.369539,7.51952,-26.43263,12.80689
1700283009.469539,7.5925117,-26.313782,12.8063
1700283009.5695388,7.667336,-26.192488,12.805669
1700283009.6695387,7.8368564,-26.016111,12.805209
1700283009.7695386,8.030837,-25.825602,12.804796
1700283009.8695383,8.294398,-25.585043,12.804799
1700283009.9695385,8.576213,-25.331537,12.804907
1700283010.0695384,8.860892,-25.07626,12.805021
1700283010.1695385,9.148893,-24.818954,12.805147
1700283010.2695382,9.440543,-24.55946,12.805284
1700283010.369538,9.736036,-24.297714,12.805432
1700283010.469538,10.035461,-24.033722,12.805596
1700283010.569538,10.334503,-23.779636,12.80672
1700283010.6695378,10.6335125,-23.535439,12.808751
1700283010.7695377,10.936634,-23.289072,12.810821
1700283010.8695376,11.243991,-23.04048,12.812931
1700283010.9695375,11.555633,-22.78963,12.815084
1700283011.0695374,11.871509,-22.536543,12.817276
1700283011.1695373,12.191464,-22.281294,12.819507
